dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
215171, n 82.873.AKJ65.KQ9 ,s AJ75.A9.QT9.J654 ,120,2,3,5,3,13,4,2,3,4,12,1N,Pass,no,no,no,no,120,0
215172, n J.AJ982.K972.AJ6 ,s A982.K643.J5.KT2 ,450,1,5,4,3,14,4,4,2,3,11,3N,4♥,Pass,no,no,no,450,0
215173, n 93.853.AK53.AQ93 ,s AJT6.KT64.97.J82 ,110,2,3,4,4,13,4,4,2,3,9,1♥,Pass,no,no,no,no,80,-1
215174, n Q54.AT6.A4.Q8654 ,s T82.82.KJ9.AJ972 ,100,3,3,2,5,12,3,2,3,5,9,1N,Pass,no,no,no,no,120,1
215175, n A42.Q94.QJ64.AJ5 ,s J.A3.A9872.QT974 ,920,3,3,4,3,14,1,2,5,5,11,1♥,2♣,2♦,5♦,Pass,no,400,-11
215176, n Q87.AQT.T64.QJ54 ,s A953.K6.A753.KT6 ,400,3,3,3,4,11,4,2,4,3,14,3N,Pass,no,no,no,no,400,0
215177, n 3.T32.KQT3.AKQ95 ,s A52.QJ84.J952.42 ,100,1,3,4,5,14,3,4,4,2,8,1♦,Pass,no,no,no,no,130,1
215178, n T75.A2.AT7.QJT94 ,s A9.T7.KJ653.K653 ,400,3,2,3,5,11,2,2,5,4,11,3N,5♣,Pass,no,no,no,400,0
215179, n AKT983.KQ7.AT.J9 ,s J74.AJT9.Q7.T653 ,450,6,3,2,2,17,3,4,2,4,8,3N,4♠,Pass,no,no,no,450,0
215180, n Q82.A97432.A64.Q ,s KT9..T2.AKJT8642 ,920,3,6,3,1,12,3,0,2,8,11,3N,6♣,Pass,no,no,no,920,0
215181, n T62.AQ.K76.KJ972 ,s A98.T942.AT52.Q4 ,90,3,2,3,5,13,3,4,4,2,10,1♠,Pass,no,no,no,no,80,0
215182, n A93.K83.K72.AKQ6 ,s K762.A.QT854.T72 ,920,3,3,3,4,19,4,1,5,3,9,3N,6♦,Pass,no,no,no,920,0
215183, n AQT3.A84.QJ7.AK5 ,s 875.T53.A8642.Q3 ,920,4,3,3,3,20,3,3,5,2,6,3N,6♦,Pass,no,no,no,920,0
215184, n 5.AKQ63.75.AQT73 ,s K832.875.KT82.K4 ,400,1,5,2,5,15,4,3,4,2,9,3N,Pass,no,no,no,no,400,0
215185, n KJT82.T765.Q3.AQ ,s 7.J432.AKJ962.52 ,100,5,4,2,2,12,1,4,6,2,9,3N,Pass,no,no,no,no,400,7
215186, n K4.QJT32.AK87.T8 ,s A9752.AK6.QJ2.J9 ,450,2,5,4,2,13,5,3,3,2,15,1♥,4♥,Pass,no,no,no,450,0
215187, n K98.K74.AQ8.AK86 ,s A.AQT65.KT973.72 ,1520,3,3,3,4,19,1,5,5,2,13,3N,4♠,7♥,Pass,no,no,1510,0
215188, n A8.T52.AJ3.AKJ74 ,s 43.AK64.98654.Q8 ,300,2,3,3,5,17,2,4,5,2,9,3N,Pass,no,no,no,no,400,3
215189, n Q.AQ9542.AK2.Q92 ,s 9652.KT8.9654.K7 ,300,1,6,3,3,17,4,3,4,2,6,1♥,4♥,Pass,no,no,no,420,3
215190, n AKQ73.QT4.7.K942 ,s J84.J.AKJT4.JT53 ,450,5,3,1,4,14,3,1,5,4,11,3N,4♠,Pass,no,no,no,450,0
215191, n AKJ.AQ2.62.AKQ72 ,s T75.JT64.Q8.JT53 ,100,3,3,2,5,23,3,4,2,4,4,1♣,Pass,no,no,no,no,130,1
215192, n Q54.J64.KQ7.A873 ,s AKT.Q753.AJ92.42 ,140,3,3,3,4,12,3,4,4,2,14,1♥,Pass,no,no,no,no,140,0
215193, n Q4.AKQT98.K7.J92 ,s 83.53.AQ95.AQT73 ,450,2,6,2,3,15,2,2,4,5,12,1♥,4♥,Pass,no,no,no,450,0
215194, n J3.J.KJT98.AQJ96 ,s AK875.AT.Q2.T742 ,800,2,1,5,5,13,5,2,2,4,13,3♣,6♣,Pass,no,no,no,920,3
215195, n A7.A875.A872.KQ5 ,s .QJT.KJ653.A9643 ,800,2,4,4,3,17,0,3,5,5,11,3♥,6♥,Pass,no,no,no,980,5
215196, n A93.Q942.A7.AK83 ,s KJT42.T876.Q.QT2 ,430,3,4,2,4,17,5,4,1,3,8,3N,Pass,no,no,no,no,430,0
215197, n KQT53.QT73.AK.54 ,s 76.K62.Q7.KJT987 ,-110,5,4,2,2,14,2,3,2,6,9,1♥,Pass,no,no,no,no,80,5
215198, n QT52.K6.A962.AJ3 ,s A73.AJT4.J8.QT65 ,430,4,2,4,3,14,3,4,2,4,12,3N,Pass,no,no,no,no,430,0
215199, n K5.QJ765.AQ.K932 ,s JT2.32.K97643.Q5 ,-110,2,5,2,4,15,3,2,6,2,6,1♦,Pass,no,no,no,no,70,5
215200, n A9.54.AKQT8.A943 ,s KJ853.73.97.QT62 ,140,2,2,5,4,17,5,2,2,4,6,1♠,Pass,no,no,no,no,140,0
215201, n 9.Q65.K93.AQJ752 ,s Q543.KJT.J62.K64 ,-140,1,3,3,6,12,4,3,3,3,10,1N,Pass,no,no,no,no,90,6
215202, n J76.AK72.KT43.92 ,s K5.9863.A2.QJT85 ,100,3,4,4,2,11,2,4,2,5,10,1♥,Pass,no,no,no,no,140,1
215203, n A85.K.AQ9654.K83 ,s QJ973.T532.K82.T ,400,3,1,6,3,16,5,4,3,1,6,3N,4♠,Pass,no,no,no,420,1
215204, n K8.KT8.Q9.K96542 ,s QJ92.QJ752.KJ.JT ,-100,2,3,2,6,11,4,5,2,2,11,2N,Pass,no,no,no,no,120,6
215205, n T6.AT6.KQ3.KQT83 ,s .Q7.JT97542.A764 ,300,2,3,3,5,14,0,2,7,4,7,3♣,6♣,Pass,no,no,no,920,12
215206, n 7.Q86.AKQJ6.8632 ,s AKJ9863.A72.92.9 ,450,1,3,5,4,12,7,3,2,1,12,1♠,4♠,Pass,no,no,no,450,0
215207, n AK84.Q.KT52.KJ83 ,s Q.JT84.AQJ943.72 ,430,4,1,4,4,16,1,4,6,2,10,3N,Pass,no,no,no,no,430,0
215208, n AQ.J.QJ76.AKT973 ,s 987.AT532.AK3.86 ,920,2,1,4,6,17,3,5,3,2,11,3N,6♦,Pass,no,no,no,920,0
215209, n Q.QJT82.KT.AKJT2 ,s 7652.A4.J985.953 ,-140,1,5,2,5,16,4,2,4,3,5,1♥,Pass,no,no,no,no,80,6
215210, n AJ.Q86.AT9643.K8 ,s KT876.AJ.75.QT43 ,400,2,3,6,2,14,5,2,2,4,10,3N,Pass,no,no,no,no,400,0
215211, n Q9765.Q.KJT.QJT8 ,s KJ3.K543.63.A954 ,140,5,1,3,4,11,3,4,2,4,11,1♠,Pass,no,no,no,no,110,-1
215212, n K754.QJ762.AQ.75 ,s AT2.T83.KJ94.J83 ,100,4,5,2,2,12,3,3,4,3,9,1♥,Pass,no,no,no,no,110,0
215213, n AJT32.T65..AQ862 ,s .AJ974.Q875.KJT3 ,920,5,3,0,5,11,0,5,4,4,11,3N,6♣,Pass,no,no,no,920,0
215214, n KQT2.J2.A982.A64 ,s 976.K8.J73.KJ982 ,100,4,2,4,3,14,3,2,3,5,8,1N,Pass,no,no,no,no,120,1
215215, n 942.KQJ8.A7.QJT7 ,s AQ.T752.KJ63.A53 ,980,3,4,2,4,13,2,4,4,3,14,1♥,1N,2♣,5♣,Pass,no,400,-11
215216, n QJT53.AJ63.KT6.8 ,s A84.K52.A7.JT642 ,140,5,4,3,1,11,3,3,2,5,12,1♥,Pass,no,no,no,no,140,0
215217, n 932..A863.AKQ832 ,s J874.KQJ64.Q4.75 ,90,3,0,4,6,13,4,5,2,2,9,1N,Pass,no,no,no,no,90,0
215218, n KQJ2.A75.JT74.K3 ,s T84.KQJ2.K5.QJ86 ,420,4,3,4,2,14,3,4,2,4,12,3N,4♥,Pass,no,no,no,420,0
215219, n 6.QT863.AKT9.A64 ,s QJT7.AK.4.KQ9853 ,920,1,5,4,3,13,4,2,1,6,15,3N,6♣,Pass,no,no,no,920,0
215220, n QJ53.Q9862.A2.AT ,s A2.AJT3.953.QJ64 ,460,4,5,2,2,13,2,4,3,4,12,3N,Pass,no,no,no,no,460,0
215221, n AJ76.KJ3.AJ4.K32 ,s K43.86.QT5.AT876 ,460,4,3,3,3,17,3,2,3,5,9,3N,Pass,no,no,no,no,460,0
215222, n .AT8.AKQ872.AQJ9 ,s KQ87.7643.T.KT52 ,990,0,3,6,4,20,4,4,1,4,8,3N,6N,Pass,no,no,no,990,0
215223, n KJ2.AKQ76.Q84.J7 ,s AQT43.952.AKT.53 ,450,3,5,3,2,16,5,3,3,2,13,1♥,4♥,Pass,no,no,no,450,0
215224, n AQJ5.T.62.AKT852 ,s K863.KQJ52.A953. ,450,4,1,2,6,14,4,5,4,0,13,3N,4♠,Pass,no,no,no,450,0
215225, n Q43.J53.K.AQJ975 ,s KJ.K842.AT9854.T ,120,3,3,1,6,13,2,4,6,1,11,1♥,Pass,no,no,no,no,110,0
215226, n AJT763.92.KQ6.A2 ,s K5.KQ53.J97.T743 ,420,6,2,3,2,14,2,4,3,4,9,1♠,4♠,Pass,no,no,no,420,0
215227, n 964.AK93.AQ.8742 ,s QJ3.T762.84.KQ53 ,-140,3,4,2,4,13,3,4,2,4,8,1♥,Pass,no,no,no,no,-100,1
215228, n KJ.AQ432.KQ76.A4 ,s 973.KJ9.A85.8762 ,450,2,5,4,2,19,3,3,3,4,8,3N,4♥,Pass,no,no,no,450,0
215229, n AK4.J5.QT98.KJ87 ,s J75.KQT42.A7.954 ,400,3,2,4,4,14,3,5,2,3,10,1♣,1♦,1♥,Pass,no,no,110,-7
215230, n .AT8742.AQ852.Q6 ,s A952.J.973.AK972 ,420,0,6,5,2,12,4,1,3,5,12,3N,4♥,Pass,no,no,no,420,0
215231, n AKT9.KQ74.K5.AT5 ,s Q832.AT.QT983.KQ ,990,4,4,2,3,19,4,2,5,2,13,3N,6N,Pass,no,no,no,990,0
215232, n A732.K85.A2.Q962 ,s K96.A962.KQ95.J7 ,140,4,3,2,4,13,3,4,4,2,13,1♥,Pass,no,no,no,no,140,0
215233, n 84.AT.AK9643.AT5 ,s QT952.K95.8.K982 ,420,2,2,6,3,15,5,3,1,4,8,1♣,1♦,Pass,no,no,no,110,-7
215234, n KQ5.AK2.AK2.9753 ,s T984.J95.QT3.KQ4 ,400,3,3,3,4,19,4,3,3,3,8,3N,Pass,no,no,no,no,400,0
215235, n A83.Q7.4.AKQ7643 ,s J92.K53.K9876.95 ,400,3,2,1,7,15,3,3,5,2,7,3N,Pass,no,no,no,no,400,0
215236, n 7.QT5.A765.AK742 ,s A852.84.K943.Q85 ,130,1,3,4,5,13,4,2,4,3,9,1♣,Pass,no,no,no,no,130,0
215237, n QT874.QT.AQ3.K94 ,s AJ6.J632.872.A75 ,140,5,2,3,3,13,3,4,3,3,10,1♠,Pass,no,no,no,no,140,0
215238, n Q75.K8.QJ532.AQT ,s 8.A76.T987.KJ865 ,100,3,2,5,3,14,1,3,4,5,8,1♦,Pass,no,no,no,no,130,1
215239, n AQT762.K7.J3.AT9 ,s K5.J9653.KT.8654 ,-90,6,2,2,3,14,2,5,2,4,7,1♠,Pass,no,no,no,no,80,5
215240, n AJ9865.AQ4.AT6.K ,s 43.976.QJ7.98763 ,80,6,3,3,1,18,2,3,3,5,3,1♠,Pass,no,no,no,no,80,0
215241, n AKT8.AQ6.KQT.K98 ,s 7.7.J7542.QT7632 ,400,4,3,3,3,21,1,1,5,6,3,1♦,1♥,2♦,Pass,no,no,110,-7
215242, n T763.AK974.K4.K8 ,s A52.Q8.J75.J9432 ,-110,4,5,2,2,13,3,2,3,5,8,1♥,Pass,no,no,no,no,80,5
215243, n A5.QJ5.J943.AKJ4 ,s Q876.A943.AT7.93 ,120,2,3,4,4,16,4,4,3,2,10,1♥,Pass,no,no,no,no,110,0
215244, n AKJT653.AJ82..J4 ,s 82.KQ3.QJT.KQ753 ,980,7,4,0,2,14,2,3,3,5,13,3N,6♠,Pass,no,no,no,980,0
215245, n 32.AK863.AKQT.93 ,s K984.Q95.J62.AQ6 ,460,2,5,4,2,16,4,3,3,3,12,3N,Pass,no,no,no,no,460,0
215246, n K75.KQ875.AK.AQ7 ,s T9842.AJ6.842.84 ,450,3,5,2,3,21,5,3,3,2,5,3N,4♠,Pass,no,no,no,450,0
215247, n KJ.QJ6.A74.AKQJT ,s 985.743.T952.972 ,-420,2,3,3,5,21,3,3,4,3,0,1♣,Pass,no,no,no,no,70,10
215248, n K6.J6.AT876.KQT4 ,s A8.AK83.Q2.J9876 ,400,2,2,5,4,13,2,4,2,5,14,3N,Pass,no,no,no,no,400,0
215249, n T65.AK75.JT.KQ42 ,s 973.T984.AK52.J5 ,140,3,4,2,4,13,3,4,4,2,8,1♥,Pass,no,no,no,no,140,0
215250, n KJ9.QT872.AK.T72 ,s QT7.KJ4.J652.AK8 ,450,3,5,2,3,13,3,3,4,3,14,3N,4♥,Pass,no,no,no,450,0
215251, n 62..AJ9832.AKJ96 ,s AQJ5.KT632.T6.73 ,430,2,0,6,5,13,4,5,2,2,10,1♦,1♠,2♦,Pass,no,no,130,-7
215252, n AK.T2.KT875.KJ65 ,s 73.QJ63.AQ643.42 ,130,2,2,5,4,14,2,4,5,2,9,1♦,Pass,no,no,no,no,130,0
215253, n KJT873.T4.Q7.AQ6 ,s 9.KJ73.A854.KJ53 ,420,6,2,2,3,12,1,4,4,4,12,1♠,4♠,Pass,no,no,no,420,0
215254, n AKT.T9864..AJ985 ,s J8542.A75.AK.K42 ,920,3,5,0,5,12,5,3,2,3,15,3N,6♣,Pass,no,no,no,920,0
215255, n AKJ.KQ86.QT3.AQ9 ,s T9543.AJ4.A2.KJ5 ,990,3,4,3,3,21,5,3,2,3,13,3N,6N,Pass,no,no,no,990,0
215256, n AJT.KJ54.A543.J3 ,s K8543.AT2.T.Q974 ,430,3,4,4,2,14,5,3,1,4,9,3N,Pass,no,no,no,no,430,0
215257, n KT3.AKJ9865.Q.86 ,s AQ6.T73.AJ9.AJ75 ,990,3,7,1,2,13,3,3,3,4,16,3N,6N,Pass,no,no,no,990,0
215258, n 863..AKJ863.K632 ,s AQ7.KT752.T2.J98 ,120,3,0,6,4,11,3,5,2,3,10,1♦,Pass,no,no,no,no,110,0
215259, n AK74.A2.KJ752.87 ,s 853.KQJT.AQ9.QT5 ,400,4,2,5,2,15,3,4,3,3,14,3N,5♦,Pass,no,no,no,400,0
215260, n 73.KQ5.AKT85.T92 ,s AT82.AT93.763.A8 ,460,2,3,5,3,12,4,4,3,2,12,3N,Pass,no,no,no,no,460,0
215261, n AJ8.T96.8.AK9764 ,s Q92.A732.QJ9742. ,130,3,3,1,6,12,3,4,6,0,9,1♦,Pass,no,no,no,no,130,0
215262, n AKT5.A8.T32.AJ85 ,s J2.KQJT43.J8.KQT ,450,4,2,3,4,16,2,6,2,3,13,1♥,4♥,Pass,no,no,no,450,0
215263, n Q976.AQ.J85.QJT7 ,s T42.JT84.KQ4.A42 ,90,4,2,3,4,12,3,4,3,3,10,1♥,Pass,no,no,no,no,80,0
215264, n AKQJT.64.AK985.2 ,s .J83.QJ7643.Q843 ,100,5,2,5,1,17,0,3,6,4,6,1♦,Pass,no,no,no,no,130,1
215265, n AKT72.AK5.64.QT7 ,s Q95.J43.KT7.KJ53 ,450,5,3,2,3,16,3,3,3,4,10,3N,4♠,Pass,no,no,no,420,-1
215266, n Q2.AT854.9872.AQ ,s AKJT843.73.J4.52 ,-100,2,5,4,2,12,7,2,2,2,9,3N,Pass,no,no,no,no,400,11
215267, n AK.KQ.A873.J8654 ,s QJ9862.54.K2.T93 ,100,2,2,4,5,17,6,2,2,3,6,3N,Pass,no,no,no,no,400,7
215268, n AJ952.AK63.T64.K ,s QT7.Q4.K87.QJ873 ,460,5,4,3,1,15,3,2,3,5,10,3N,Pass,no,no,no,no,460,0
215269, n AQ2.J5.KQ87.JT97 ,s KT9.K8.953.AQ854 ,-420,3,2,4,4,13,3,2,3,5,12,1♣,Pass,no,no,no,no,90,11
215270, n AQJT.JT742.AK.32 ,s 9873.A5.QJ32.A96 ,430,4,5,2,2,15,4,2,4,3,11,3N,Pass,no,no,no,no,430,0
215271, n QJT2.AQ96.Q5.J82 ,s A75..KJ87.KQT754 ,430,4,4,2,3,12,3,0,4,6,13,3N,Pass,no,no,no,no,430,0
215272, n T.A5.A54.AK97543 ,s QJ4.QJ964.KQ9.JT ,460,1,2,3,7,15,3,5,3,2,12,3N,Pass,no,no,no,no,460,0
215273, n KT3.J73.AK7.KQ64 ,s J842.KQ4.J95.A52 ,400,3,3,3,4,16,4,3,3,3,11,3N,Pass,no,no,no,no,400,0
215274, n A84.K742.KJT.A63 ,s K965.AJT93.A7.72 ,980,3,4,3,3,15,4,5,2,2,12,3N,6♥,Pass,no,no,no,980,0
215275, n K764.732.KQ86.A6 ,s Q932.QT4.A2.QJT3 ,110,4,3,4,2,12,4,3,2,4,11,1♠,Pass,no,no,no,no,110,0
215276, n 83.KQ43.AK83.QT5 ,s T96542.A7.Q5.J82 ,90,2,4,4,3,14,6,2,2,3,7,1♠,Pass,no,no,no,no,80,0
215277, n J4.AQ532.KJ864.A ,s T973.J6.AQ5.QJT2 ,400,2,5,5,1,15,4,2,3,4,10,3N,Pass,no,no,no,no,400,0
215278, n KQ6.Q953.KQJ.KJ4 ,s A9.A4.T9854.T973 ,430,3,4,3,3,17,2,2,5,4,8,3N,Pass,no,no,no,no,430,0
215279, n K32.AQJ9.KJ4.QJ8 ,s JT987.KT7654.7.7 ,100,3,4,3,3,17,5,6,1,1,4,1♥,Pass,no,no,no,no,140,1
215280, n JT6.A54.KQJ543.T ,s K5.K2.A862.K9654 ,400,3,3,6,1,11,2,2,4,5,13,3N,Pass,no,no,no,no,400,0
215281, n KQ.KJ7.7652.KQ73 ,s AT75.Q.QT9.T9842 ,400,2,3,4,4,14,4,1,3,5,8,3N,Pass,no,no,no,no,400,0
215282, n AT73.Q53.A43.Q76 ,s 2.J964.Q87.AKJ42 ,120,4,3,3,3,12,1,4,3,5,11,1♣,Pass,no,no,no,no,110,0
215283, n KQ8.A976.K87.A82 ,s 6532.KQ853.Q6.KQ ,450,3,4,3,3,16,4,5,2,2,12,3N,4♥,Pass,no,no,no,450,0
215284, n Q.8752.AKT85.AKQ ,s KJT975.AT43.Q.92 ,980,1,4,5,3,18,6,4,1,2,10,3N,6♠,Pass,no,no,no,980,0
215285, n AQ2.AJ8.A632.Q42 ,s J6.Q93.Q874.J973 ,120,3,3,4,3,17,2,3,4,4,6,1N,Pass,no,no,no,no,120,0
215286, n K764.76.AKQ8.K86 ,s Q5.AKT32.65432.A ,920,4,2,4,3,15,2,5,5,1,13,3N,6♦,Pass,no,no,no,920,0
215287, n A.KQ982.AT83.753 ,s J865.A7.97.KT862 ,130,1,5,4,3,13,4,2,2,5,8,1♣,Pass,no,no,no,no,130,0
215288, n Q943.82.AQJ74.Q6 ,s AJT6.KJT96.K3.85 ,-110,4,2,5,2,11,4,5,2,2,12,1♥,Pass,no,no,no,no,80,5
215289, n QT63.JT2.AKJ64.4 ,s AJ842.Q8.Q9.QJ86 ,420,4,3,5,1,11,5,2,2,4,12,1♠,4♠,Pass,no,no,no,420,0
215290, n KT5.J4.J862.AKJ9 ,s AJ2.K8.Q753.7654 ,-100,3,2,4,4,13,3,2,4,4,10,1♣,Pass,no,no,no,no,90,5
215291, n A.KQJ7643.8632.J ,s QJT5..J.AK975432 ,130,1,7,4,1,11,4,0,1,8,11,1♣,Pass,no,no,no,no,130,0
215292, n AK732.82.AJ8.QJ9 ,s Q984.AT64.74.K54 ,420,5,2,3,3,15,4,4,2,3,9,3N,4♠,Pass,no,no,no,420,0
215293, n AT86.Q83.K.AKQ53 ,s Q74.642.Q865.T84 ,100,4,3,1,5,18,3,3,4,3,4,1♠,Pass,no,no,no,no,110,0
215294, n QJ3.Q93.QT3.AQJ4 ,s T42.AKT4.K95.876 ,140,3,3,3,4,14,3,4,3,3,10,1♥,Pass,no,no,no,no,140,0
215295, n AKQ42.AJ843.85.4 ,s JT987.T.AT2.K763 ,450,5,5,2,1,14,5,1,3,4,8,1♠,4♠,Pass,no,no,no,450,0
215296, n 863.AKJ75.A82.72 ,s AK.QT83.T3.KJ843 ,100,3,5,3,2,12,2,4,2,5,13,3N,Pass,no,no,no,no,430,8
215297, n KQ932..T85.AK872 ,s A4.AK82.Q72.Q954 ,460,5,0,3,5,12,2,4,3,4,15,3N,Pass,no,no,no,no,460,0
215298, n AQ9.JT.8763.A763 ,s J64.965.AK92.Q98 ,-100,3,2,4,4,11,3,3,4,3,10,1♣,Pass,no,no,no,no,70,5
215299, n 43.QJ962.A75.KJ5 ,s QT76.A7543.KQ94. ,450,2,5,3,3,11,4,5,4,0,11,1♥,4♥,Pass,no,no,no,450,0
215300, n K763.K95.KQ85.A3 ,s 82.AT86.AJT63.QT ,420,4,3,4,2,15,2,4,5,2,11,3N,4♥,Pass,no,no,no,420,0
215301, n AKQ86.A7.KQJ6.AT ,s J2.KQ98654.4.QJ6 ,990,5,2,4,2,23,2,7,1,3,9,3N,6N,Pass,no,no,no,990,0
215302, n K9.K5.952.AKQJ32 ,s J6.QJT932.KQ.974 ,100,2,2,3,6,16,2,6,2,3,9,1♥,Pass,no,no,no,no,140,1
215303, n KQJ7.AQT75.2.T85 ,s 94.KJ84.AK53.K32 ,420,4,5,1,3,12,2,4,4,3,14,3N,4♥,Pass,no,no,no,420,0
215304, n K9764.KQT987..K3 ,s Q..AKQJT764.9862 ,110,5,6,0,2,11,1,0,8,4,12,1♦,Pass,no,no,no,no,110,0
215305, n J4.AK632.K9.K754 ,s AT7.T5.JT852.A82 ,120,2,5,2,4,14,3,2,5,3,9,1♥,Pass,no,no,no,no,110,0
215306, n T7.A7.AQJ643.J53 ,s A82.QT843.K5.A97 ,400,2,2,6,3,12,3,5,2,3,13,3N,Pass,no,no,no,no,400,0
215307, n 4.A8643.A843.AQ9 ,s KJ9862.7.KQT2.K5 ,920,1,5,4,3,14,6,1,4,2,12,3N,6♦,Pass,no,no,no,920,0
215308, n AKQ54..K932.K763 ,s 973.KQJ9.AJ74.Q2 ,980,5,0,4,4,15,3,4,4,2,13,3N,6♠,Pass,no,no,no,980,0
215309, n AT2.A8762.AT2.52 ,s KQ63.KJ.9873.T76 ,-90,3,5,3,2,12,4,2,4,3,9,1♥,Pass,no,no,no,no,80,5
215310, n J43.A972.AK.AQJ3 ,s AQ96.QT8.542.T62 ,420,3,4,2,4,19,4,3,3,3,8,1♠,4♠,Pass,no,no,no,420,0
215311, n AJ5.A642.T92.AQJ ,s K983.QJT9.KJ8.42 ,450,3,4,3,3,16,4,4,3,2,10,3N,4♥,Pass,no,no,no,450,0
215312, n K9.QT82.KJ92.AQ8 ,s AQ3.AK7.AQT43.72 ,1520,2,4,4,3,15,3,3,5,2,19,3N,4♠,7♥,Pass,no,no,1510,0
215313, n KJ4.Q94.T9.AQ952 ,s AT6.J8765.KJ6.J4 ,400,3,3,2,5,12,3,5,3,2,10,3N,Pass,no,no,no,no,400,0
215314, n K963.J4.AKQ2.A43 ,s Q.KQ532.J76.QT76 ,430,4,2,4,3,17,1,5,3,4,10,3N,Pass,no,no,no,no,430,0
215315, n J3.Q53.AK93.Q864 ,s AK2.J8.J75.AJT53 ,400,2,3,4,4,12,3,2,3,5,14,3N,Pass,no,no,no,no,400,0
215316, n K2.AQ9.AJ653.Q43 ,s A97.432.T.AKJT52 ,920,2,3,5,3,16,3,3,1,6,12,3N,6♣,Pass,no,no,no,920,0
215317, n KQ6432.Q75.KJ9.T ,s A87.A92.862.Q765 ,140,6,3,3,1,11,3,3,3,4,10,1♠,Pass,no,no,no,no,140,0
215318, n Q8432.4.AKQ75.Q2 ,s AKJ.JT5.986.KJT3 ,450,5,1,5,2,13,3,3,3,4,13,1♠,4♠,Pass,no,no,no,450,0
215319, n AQ987.8.K732.Q96 ,s 64.AK54.T64.AJ83 ,140,5,1,4,3,11,2,4,3,4,12,1♠,Pass,no,no,no,no,140,0
215320, n T95.AQT63.K9.K53 ,s 43.KJ9854.A64.JT ,-100,3,5,2,3,12,2,6,3,2,9,1♥,Pass,no,no,no,no,140,6
215321, n JT32.J9.AK4.KQ42 ,s 974.AQT82.73.J76 ,-110,4,2,3,4,14,3,5,2,3,7,1♥,Pass,no,no,no,no,80,5
215322, n T8.Q862.AJ97.A32 ,s Q643.A3.KQ63.T54 ,-100,2,4,4,3,11,4,2,4,3,11,1♦,Pass,no,no,no,no,90,5
215323, n K94.A96.KQT.9753 ,s AJ85.753.76.AJ84 ,-90,3,3,3,4,12,4,3,2,4,10,1♠,Pass,no,no,no,no,80,5
215324, n AJ73.KJ7.KQT8.73 ,s Q86.Q42.76.AJ854 ,400,4,3,4,2,14,3,3,2,5,9,3N,Pass,no,no,no,no,400,0
215325, n 8.AKJ7.A9875.T92 ,s T64.QT43.QJ6.AKJ ,980,1,4,5,3,12,3,4,3,3,13,3N,6♥,Pass,no,no,no,980,0
215326, n AQ52.J8654.5.AJ2 ,s 94.AKQT.9863.854 ,100,4,5,1,3,12,2,4,4,3,9,1♥,Pass,no,no,no,no,140,1
215327, n K732.AT987..AT75 ,s J94.K.KJ732.Q932 ,100,4,5,0,4,11,3,1,5,4,10,1♣,Pass,no,no,no,no,90,0
215328, n K982.AK.KT3.QJ75 ,s J54.J9753.QJ742. ,140,4,2,3,4,16,3,5,5,0,5,1♥,Pass,no,no,no,no,140,0
215329, n QJ8742.QT.K864.A ,s AT9.8632.A53.Q87 ,300,6,2,4,1,12,3,4,3,3,10,3N,Pass,no,no,no,no,400,3
215330, n AK862.K63.A.Q852 ,s 73.Q4.KQ8642.KJ3 ,420,5,3,1,4,16,2,2,6,3,11,3N,4♠,Pass,no,no,no,420,0
215331, n A.QJ6.J975.QJ953 ,s 9872.A95.AQ62.K4 ,130,1,3,4,5,11,4,3,4,2,13,1♣,Pass,no,no,no,no,110,-1
215332, n KT3.KQ.AK.AKJT52 ,s Q65.T86.QJ964.63 ,400,3,2,2,6,23,3,3,5,2,5,3N,Pass,no,no,no,no,400,0
215333, n 9863.AK4.AK83.AT ,s AKJT.T863.5.9762 ,450,4,3,4,2,18,4,4,1,4,8,3N,4♠,Pass,no,no,no,450,0
215334, n KJ8642.A94.5.AK6 ,s AQ97.5.42.QT8742 ,800,6,3,1,3,15,4,1,2,6,8,3♠,6♠,Pass,no,no,no,980,5
215335, n J432.A.KJT753.KT ,s KQ65.QT7.8.QJ982 ,420,4,1,6,2,12,4,3,1,5,10,1♠,4♠,Pass,no,no,no,420,0
215336, n JT5.KQ5.AKQ84.QJ ,s AK7643.7.9.AT642 ,990,3,3,5,2,18,6,1,1,5,11,3N,6N,Pass,no,no,no,990,0
215337, n A8.A5.KJT9632.Q4 ,s Q652.KQ92.A5.AT6 ,1520,2,2,7,2,14,4,4,2,3,15,1♠,4♠,7N,Pass,no,no,1520,0
215338, n Q72.AK5.K82.AT43 ,s AJT85.Q98.QT54.6 ,450,3,3,3,4,16,5,3,4,1,9,3N,4♠,Pass,no,no,no,450,0
215339, n A8.Q94.KQJ2.KQ32 ,s Q9.AK8.9754.T754 ,110,2,3,4,4,17,2,3,4,4,9,1♣,Pass,no,no,no,no,110,0
215340, n 8.Q542.J97.AKQ86 ,s A976.96.AKQ8.T93 ,130,1,4,3,5,12,4,2,4,3,13,1♣,Pass,no,no,no,no,130,0
215341, n QJ753.AK85.AT.52 ,s 42.6.QJ65.KQJ874 ,130,5,4,2,2,14,2,1,4,6,9,1♣,Pass,no,no,no,no,130,0
