north,east,south,west,sn,hn,dn,cn,pn,ln,ctn,ss,hs,ds,cs,ps,ls,cts,tcn,tdn,thn,tsn,tnn,tce,tde,the,tse,tne,tcs,tds,ths,tss,tns,tcw,tdw,thw,tsw,tnw,parNS,parEW
 n Q75432.QJT4.A.A5 ,e KT98.76.QJT.J872 ,s .K8532.K742.KQT6 ,w AJ6.A9.98653.943 ,6,4,1,2,13,550,4,0,5,4,4,11,500,3,9,8,12,8,8,4,5,1,5,5,9,8,12,8,8,4,5,1,5,5,980,-980
 n KQ963.9.9764.AK8 ,e AJ842.T863..QT63 ,s T7.74.AKQJ53.J95 ,w 5.AKQJ52.T82.742 ,5,1,4,3,12,600,4,2,2,6,3,11,700,3,6,10,2,8,6,7,3,11,5,5,5,10,2,7,6,7,3,11,5,5,-300,300
 n AJ8643.J9.AJ.QJ8 ,e 975.QT8762.65.95 ,s T2.AK53.KT7432.2 ,w KQ.4.Q98.AKT7643 ,6,2,2,3,14,700,4,2,4,6,1,10,600,4,6,10,7,10,10,7,2,6,2,3,6,10,7,10,10,7,3,6,2,3,430,-430
 n A9864.AK.73.K963 ,e QJ752.Q.QJT.AQT8 ,s K3.JT543.A986.54 ,w T.98762.K542.J72 ,5,2,2,4,14,600,6,2,5,4,2,8,800,3,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,6,90,-90
 n AKQJ43.AT42.KT5. ,e T865.73.87.AT987 ,s 72.KQ5.QJ642.542 ,w 9.J986.A93.KQJ63 ,6,4,3,0,17,400,6,2,3,5,3,8,800,1,4,11,10,12,7,8,1,2,1,3,4,11,10,12,7,9,1,2,1,3,800,-800
 n AJT72.A.KQ83.863 ,e K84.KQ75.J9.KQJ9 ,s 96.JT83.A652.AT5 ,w Q53.9642.T74.742 ,5,1,4,3,14,550,5,2,4,4,3,9,900,4,7,10,7,10,9,5,2,6,3,3,7,10,7,10,9,5,2,6,3,3,420,-420
 n QJT75.843.A.AQ92 ,e K98.AJ9.QT87.KT8 ,s A2.K76.K932.J543 ,w 643.QT52.J654.76 ,5,3,1,4,13,600,4,2,3,4,4,11,800,4,11,7,8,10,8,2,6,4,3,4,11,7,8,10,8,2,6,4,3,4,420,-420
 n AK864.AKQJ84..T9 ,e JT5.9765.QJ87.J3 ,s 93.2.K6542.KQ875 ,w Q72.T3.AT93.A642 ,5,6,0,2,17,300,6,2,1,5,5,8,600,2,11,7,11,11,8,2,6,1,2,3,11,7,11,11,9,2,6,1,2,3,450,-450
 n A7653.AKT5.A753. ,e KQ.9842..QT98642 ,s 94.Q76.KQJ9642.K ,w JT82.J3.T8.AJ753 ,5,4,4,0,15,500,7,2,3,7,1,11,600,2,3,13,11,10,6,10,0,1,3,1,3,13,11,9,6,10,0,1,3,1,1440,-1440
 n QT743.AJ7.A75.KJ ,e J982.T43.42.A854 ,s A5.Q8652.KJ98.92 ,w K6.K9.QT63.QT763 ,5,3,3,2,15,750,5,2,5,4,2,10,750,3,6,9,11,10,9,7,3,2,3,3,6,10,11,10,9,7,3,2,3,3,450,-450
 n AK652.KT52.A82.T ,e JT7.987.K96.AQJ2 ,s Q8.AQ643.Q754.63 ,w 943.J.JT3.K98754 ,5,4,3,1,14,600,6,2,5,4,2,10,750,2,6,10,12,11,7,7,2,1,1,2,6,10,12,11,7,7,2,1,1,2,980,-980
 n AQJT874.3.J9.AT9 ,e 965.AT.Q875.KQ73 ,s K2.KJ54.KT432.J5 ,w 3.Q98762.A6.8642 ,7,1,2,3,12,550,4,2,4,5,2,11,700,3,6,9,5,10,10,7,4,8,3,3,5,8,5,10,9,7,4,8,3,3,430,-430
 n AJT85..AK762.QT4 ,e 2.A752.98543.A87 ,s 3.KQJT963.T.K653 ,w KQ9764.84.QJ.J92 ,5,0,5,3,14,500,5,1,7,1,4,9,500,2,9,8,11,7,8,2,5,2,5,2,9,8,11,7,8,4,5,2,5,5,450,-450
 n AKQT53.AKJT.QJ.8 ,e 964.Q9.A74.AJ965 ,s 87.875.KT952.KQT ,w J2.6432.863.7432 ,6,4,2,1,20,350,6,2,3,5,3,8,800,2,8,11,11,11,11,5,2,2,2,2,8,11,11,11,11,5,2,2,2,2,460,-460
 n KJ875.KJT.T6.A52 ,e Q63.75.AK53.QJT7 ,s A9.932.Q842.K863 ,w T42.AQ864.J97.94 ,5,3,2,3,12,750,4,2,3,4,4,9,850,3,8,8,7,8,8,5,5,5,4,4,8,8,7,8,8,5,5,5,4,4,120,-120
 n AKT84.98.3.KQ843 ,e 95.7542.K974.J95 ,s J7.T3.AQJT865.76 ,w Q632.AKQJ6.2.AT2 ,5,2,1,5,12,500,4,2,2,7,2,8,650,2,8,9,5,9,7,4,4,7,3,6,8,9,5,9,7,4,4,7,3,6,140,-140
 n KQ863.A4.QJ.Q753 ,e 754.K9875.K54.82 ,s J.QJT632.T76.KJT ,w AT92..A9832.A964 ,5,2,2,4,14,650,3,1,6,3,3,8,750,1,7,4,7,5,7,6,8,6,7,6,7,5,7,5,7,6,8,6,7,6,-90,90
 n AK7542.AQ43.7.K5 ,e QJ.J9.KQT6.87643 ,s 83.862.A952.AQT2 ,w T96.KT75.J843.J9 ,6,4,1,2,16,400,6,2,3,4,4,10,800,4,10,8,11,12,10,3,5,2,1,1,10,8,11,12,10,3,5,2,1,1,980,-980
 n AKJ92.KQ953..953 ,e Q8.T76.KJ8.KQJ72 ,s 75.AJ8.QT632.AT6 ,w T643.42.A9754.84 ,5,5,0,3,13,450,4,2,3,5,3,11,850,4,8,7,11,10,9,4,6,2,3,3,8,7,11,10,9,4,6,2,3,3,450,-450
 n AQJT62.K96.A3.J4 ,e 983.Q73.KQT962.8 ,s K5.AJT4.8.T76532 ,w 74.852.J754.AKQ9 ,6,3,2,2,15,550,5,2,4,1,6,8,650,3,9,5,11,11,10,4,7,2,1,2,9,5,11,11,10,4,7,2,1,2,450,-450
 n KQJ984.KT954..AT ,e AT63.J82.AK87.95 ,s 7.Q73.Q954.KJ763 ,w 52.A6.JT632.Q842 ,6,5,0,2,13,400,4,1,3,4,5,8,800,1,7,5,10,9,7,5,8,2,3,5,7,5,10,9,7,5,8,2,3,5,420,-420
 n QT864..AKJ854.Q5 ,e K75.QJ98.QT9.AK4 ,s 3.AKT432.762.J86 ,w AJ92.765.3.T9732 ,5,0,6,2,12,500,3,1,6,3,3,8,800,3,4,9,6,6,6,8,2,6,6,6,4,9,6,6,6,8,4,6,7,6,110,-110
 n KQJT6.AQ8..Q9832 ,e A754.J76.T4.J654 ,s 98.KT42.QJ853.KT ,w 32.953.AK9762.A7 ,5,3,0,5,14,450,3,2,4,5,2,9,700,2,10,6,9,10,8,3,7,4,3,4,10,6,9,10,8,3,7,4,3,4,420,-420
 n AJ876.Q.K962.QJ7 ,e KT93.T3.J54.T943 ,s Q4.KJ9862.Q87.62 ,w 52.A754.AT3.AK85 ,5,1,4,3,13,700,3,2,6,3,2,8,850,1,4,7,8,6,6,9,6,5,7,6,4,7,8,6,6,9,6,5,7,6,-100,100
 n AJ975.K6.T4.AT75 ,e KQ32.J532.63.K94 ,s 84.7.AKQJ9872.86 ,w T6.AQT984.5.QJ32 ,5,2,2,4,12,700,5,2,1,8,2,10,500,3,6,11,4,7,10,7,2,9,5,2,6,11,4,7,10,7,2,9,5,2,300,-300
 n Q8543.J2.A75.AK3 ,e AK62.KT73.Q4.986 ,s J.AQ865.JT32.752 ,w T97.94.K986.QJT4 ,5,2,3,3,14,750,5,1,5,4,3,8,800,2,7,8,8,7,7,6,5,5,6,6,7,7,8,7,7,6,4,4,6,6,110,-110
 n AKT643.A.KJ9.QJ7 ,e Q75.KT7.Q863.942 ,s J.J984.T5.AKT863 ,w 982.Q6532.A742.5 ,6,1,3,3,18,500,6,1,4,2,6,9,700,3,12,6,7,11,10,1,5,6,2,2,12,6,7,10,10,1,5,6,2,2,920,-920
 n AKQT832.A83.T2.9 ,e .J9.KQ87653.Q842 ,s 95.KT542.A94.AT7 ,w J764.Q76.J.KJ653 ,7,3,2,1,13,500,5,2,5,3,3,11,800,5,4,5,12,12,12,8,7,1,1,1,4,5,12,12,12,8,7,1,1,1,990,-990
 n AQT8762.965.AK.4 ,e K943.T3.T843.QJ3 ,s J.AQJ.652.T97652 ,w 5.K8742.QJ97.AK8 ,7,3,2,1,13,500,5,1,3,3,6,8,750,2,7,4,6,9,6,6,9,7,3,4,7,4,6,10,6,6,9,7,3,4,300,-300
 n AKQ8652.K98.94.Q ,e J7.A72.T2.KJ7654 ,s 93.J43.KJ763.A83 ,w T4.QT65.AQ85.T92 ,7,3,2,1,14,500,4,2,3,5,3,9,900,3,4,7,5,9,8,9,6,8,4,5,4,7,5,9,8,9,6,8,4,5,100,-100
 n AJT986.QJ85.Q.K6 ,e 32.742.A654.AJ82 ,s K5.63.K987.QT943 ,w Q74.AKT9.JT32.75 ,6,4,1,2,13,550,3,2,2,4,5,8,750,2,8,7,7,9,8,5,6,6,4,5,8,7,7,9,8,5,6,6,4,5,140,-140
 n J8764.J6.A84.AQT ,e K932.A9542.J9.J3 ,s T5.873.KQ2.K9854 ,w AQ.KQT.T7653.762 ,5,2,3,3,12,800,4,2,3,3,5,8,800,2,8,6,4,7,5,4,7,9,6,5,8,6,4,7,5,4,7,9,6,5,-140,140
 n QT985.A.AJT9.Q65 ,e K2.QT982.K854.84 ,s J3.J7653.73.AKJ9 ,w A764.K4.Q62.T732 ,5,1,4,3,13,650,4,2,5,2,4,10,750,3,9,7,7,9,8,4,5,6,3,4,9,7,7,9,8,4,5,6,3,4,140,-140
 n QT843.A.AQJ9864. ,e J95.K9843.K.J763 ,s 2.QT75.72.AK9542 ,w AK76.J62.T53.QT8 ,5,1,7,0,13,300,4,1,4,2,6,9,650,3,8,10,6,8,8,4,2,6,3,3,8,10,6,8,8,4,2,6,4,5,130,-130
 n AQ842.A.AKJ2.Q74 ,e K9753.KQ9.97.T63 ,s .5432.T654.AKJ52 ,w JT6.JT876.Q83.98 ,5,1,4,3,20,400,7,0,4,4,5,8,650,3,12,13,8,9,11,0,0,5,4,2,12,13,8,9,11,0,0,5,4,2,1440,-1440
 n KQJ84.65.AK83.82 ,e 962.AKT3.Q2.A975 ,s A5.J92.T9764.KT4 ,w T73.Q874.J5.QJ63 ,5,2,4,2,13,600,4,2,3,5,3,8,900,3,6,10,6,10,8,7,1,7,2,3,6,10,6,10,8,7,1,7,2,3,420,-420
 n KT743.K.T5.AKJT2 ,e Q2.A86.A874.Q764 ,s J6.JT752.KQJ2.98 ,w A985.Q943.963.53 ,5,1,2,5,14,500,5,2,5,4,2,8,800,1,8,7,7,8,7,4,6,5,5,6,8,7,7,8,7,5,6,5,5,6,110,-110
 n AKQ32.4.J6542.AT ,e T864.AKT6.K987.4 ,s J5.QJ32.AT3.Q732 ,w 97.9875.Q.KJ9865 ,5,1,5,2,14,500,5,2,4,3,4,10,850,2,6,10,6,9,9,7,3,7,3,4,6,10,6,9,9,7,3,6,3,4,400,-400
 n AQJT92.T82.K9.QT ,e 5.J653.AJ4.KJ742 ,s K4.Q9.T8732.A865 ,w 8763.AK74.Q65.93 ,6,3,2,2,12,650,3,2,2,5,4,9,800,3,4,5,3,7,6,9,8,10,5,6,4,5,3,7,6,9,8,10,5,6,-420,420
 n AJT83.K95.A84.K7 ,e 954.J86.Q5.QJT98 ,s Q2.QT7432.9632.A ,w K76.A.KJT7.65432 ,5,3,3,2,15,650,6,2,6,4,1,8,750,2,6,9,11,10,9,7,4,1,1,1,6,9,11,10,9,7,4,1,1,1,450,-450
 n QT843.6.AK5.K952 ,e 765.T752.742.Q74 ,s KJ.K4.JT983.T863 ,w A92.AQJ983.Q6.AJ ,5,1,3,4,12,650,4,2,2,5,4,8,800,2,9,9,4,10,5,4,3,7,3,3,9,10,5,10,6,4,3,7,3,3,420,-420
 n KQJ542.T.K74.K97 ,e A87.982.AQJ8.Q62 ,s .KQ654.T9653.A85 ,w T963.AJ73.2.JT43 ,6,1,3,3,12,600,3,0,5,5,3,9,600,3,7,8,6,7,5,6,5,7,6,8,7,8,6,7,5,6,5,6,6,8,-100,100
 n T7532.AQ6.QJ73.K ,e KJ98.2.A854.AT62 ,s A.K85.T96.QJ9873 ,w Q64.JT9743.K2.54 ,5,3,4,1,12,650,3,1,3,3,6,10,700,3,7,7,6,5,7,5,5,7,7,6,7,7,6,5,7,5,5,7,7,6,90,-90
 n KQ643.Q8.AJ.Q953 ,e AJ7.75.76542.K87 ,s T9.JT962.KQT3.A2 ,w 852.AK43.98.JT64 ,5,2,2,4,14,650,3,2,5,4,2,10,700,3,7,7,9,7,8,6,6,4,5,4,7,7,9,7,8,6,6,4,5,4,140,-140
 n AKT97.T6.KQJ.AK8 ,e Q83.QJ72.5.T9762 ,s J4.A985.AT432.43 ,w 652.K43.9876.QJ5 ,5,2,3,3,20,500,7,2,4,5,2,9,800,4,8,12,9,11,11,5,1,3,1,1,8,12,9,11,11,5,1,3,1,1,920,-920
 n AQJT9762.K9.AT.T ,e 84.53.J6543.QJ65 ,s 53.QJ.Q92.K98743 ,w K.AT87642.K87.A2 ,8,2,2,1,14,350,5,2,2,3,6,8,850,1,8,5,4,10,10,4,7,8,2,2,8,5,5,11,11,4,7,8,2,2,460,-460
 n Q9765.K95.K4.A72 ,e KT4.T87.Q9765.T4 ,s A8.AQJ432.T2.963 ,w J32.6.AJ83.KQJ85 ,5,3,2,3,12,750,4,2,6,2,3,11,650,4,5,4,9,8,8,8,9,2,5,4,5,4,9,8,8,8,9,2,5,4,100,-100
 n AQ9743.95.AJ.Q86 ,e T8.AQJT62.K9653. ,s 52.K743.T8742.AK ,w KJ6.8.Q.JT975432 ,6,2,2,3,13,650,4,2,4,5,2,10,700,4,6,7,7,8,10,7,5,6,3,3,6,7,7,8,10,7,6,6,4,3,430,-430
 n AKQT873.3.KJ.873 ,e 5.K72.QT65.AQJ52 ,s 62.AQT98.974.KT4 ,w J94.J654.A832.96 ,7,1,2,3,13,500,4,2,5,3,3,9,800,3,6,5,8,11,10,6,7,5,2,2,6,5,8,11,10,6,7,5,2,2,450,-450
 n AKQ852.A.T2.Q876 ,e J96.K843.K543.T9 ,s 74.Q97.AQ986.J43 ,w T3.JT652.J7.AK52 ,6,1,2,4,15,450,5,2,3,5,3,9,850,2,9,9,6,10,10,3,4,7,2,3,9,9,6,10,10,3,4,7,2,3,430,-430
 n AJ872.Q754.QJ3.A ,e T964..T84.JT8542 ,s K5.KT932.75.K763 ,w Q3.AJ86.AK962.Q9 ,5,4,3,1,14,650,4,2,5,2,4,9,700,3,5,6,9,8,8,7,6,3,5,5,5,6,9,7,8,7,6,3,5,5,140,-140
 n AKQT982.7.T.A854 ,e .AJ4.AQJ8653.T96 ,s 63.KT532.K42.Q32 ,w J754.Q986.97.KJ7 ,7,1,1,4,13,400,5,2,5,3,3,8,850,2,8,3,5,9,9,4,10,8,4,4,8,3,4,9,9,5,10,7,4,4,-100,100
 n AKQ83.T7.KT75.A2 ,e 9742.62.QJ93.QT4 ,s T5.AK53.8.KJ7653 ,w J6.QJ984.A642.98 ,5,2,4,2,16,500,6,2,4,1,6,11,600,4,12,8,10,11,12,1,4,3,2,1,12,8,10,11,12,1,4,3,2,1,990,-990
 n AKQJ8.64.8.AQ976 ,e 92.T93.T964.KT82 ,s 54.QJ52.KJ732.J3 ,w T763.AK87.AQ5.54 ,5,2,1,5,16,400,5,2,4,5,2,8,800,1,8,5,6,8,7,5,7,7,4,6,8,6,6,9,7,5,7,7,4,5,140,-140
 n K8743.A5.AQT53.7 ,e Q95.T73.876.AQ86 ,s A6.K8642.K94.952 ,w JT2.QJ9.J2.KJT43 ,5,2,5,1,13,500,5,2,5,3,3,10,800,4,6,12,9,11,8,5,1,3,2,4,6,12,9,11,8,5,1,3,2,4,920,-920
 n AQT87432.A7.A3.6 ,e 9.T96.JT87652.73 ,s J5.Q8432.4.AJT94 ,w K6.KJ5.KQ9.KQ852 ,8,2,2,1,14,400,6,2,5,1,5,8,700,2,8,5,8,12,11,5,8,3,1,1,8,5,8,12,11,5,8,3,1,2,980,-980
 n AK953.Q943.86.A8 ,e J872.A.9542.K743 ,s T6.KT62.AQ73.Q95 ,w Q4.J875.KJT.JT62 ,5,4,2,2,13,650,5,2,4,4,3,11,750,3,6,8,9,8,8,6,5,3,4,5,6,8,9,8,8,6,5,3,4,5,140,-140
 n K9654.AK84.KJT.A ,e QT83.9653.942.T4 ,s A7.QJ.853.KJ8652 ,w J2.T72.AQ76.Q973 ,5,4,3,1,18,450,7,2,2,3,6,11,800,3,10,10,10,10,10,3,3,3,3,3,10,10,10,10,10,3,3,3,3,3,430,-430
 n KQJT62.T.QT7.A62 ,e A987.KJ65.932.JT ,s 3.AQ972.K84.Q975 ,w 54.843.AJ65.K843 ,6,1,3,3,12,650,3,1,5,3,4,11,650,3,9,8,8,10,10,4,5,5,3,3,9,8,8,10,10,4,5,5,3,3,430,-430
 n AT852.A5.A94.QJ4 ,e J974.9864.Q6.KT7 ,s K6.KQT.K8753.965 ,w Q3.J732.JT2.A832 ,5,2,3,3,15,700,6,2,3,5,3,11,700,3,8,10,7,9,9,4,3,5,4,4,8,10,7,9,9,4,3,5,4,4,400,-400
 n KQJT54.AQ64.T5.9 ,e 93.JT95.KJ763.64 ,s 87.K87.A84.K8753 ,w A62.32.Q92.AQJT2 ,6,4,2,1,12,500,3,2,3,3,5,10,800,4,6,5,8,9,7,7,8,4,4,4,6,5,8,9,7,7,8,4,4,4,140,-140
 n AK952.A765.A9.Q4 ,e QT8643.J.T632.J6 ,s .842.KJ874.AK753 ,w J7.KQT93.Q5.T982 ,5,4,2,2,17,600,7,0,3,5,5,11,600,4,11,12,9,9,10,1,1,4,4,3,11,12,9,9,10,1,1,4,4,3,920,-920
 n AJT85.42.A965.A5 ,e 3.AKT763.J.JT943 ,s 97.QJ98.KT2.K762 ,w KQ642.5.Q8743.Q8 ,5,2,4,2,13,650,6,2,4,3,4,9,800,2,6,8,6,9,9,6,4,6,3,3,6,8,6,9,9,6,4,6,3,3,400,-400
 n AT762.AK6.J843.6 ,e K95.87.A.AKQ9854 ,s QJ.QJ5432.K75.T2 ,w 843.T9.QT962.J73 ,5,3,4,1,12,700,5,2,6,3,2,9,800,1,4,7,9,9,5,9,5,3,3,5,4,7,9,9,5,9,5,3,3,5,100,-100
 n AKJ95.A6.J97.AT6 ,e 73.K4.863.K87543 ,s T8.QJT987.KQ54.J ,w Q642.532.AT2.Q92 ,5,2,3,3,17,650,7,2,6,4,1,9,600,1,7,11,11,10,9,6,2,2,3,3,7,11,11,10,9,6,2,2,3,4,450,-450
 n AK985.KQ53.65.T6 ,e QJT64..K7.AKJ872 ,s 3.AJT92.A9843.43 ,w 72.8764.QJT2.Q95 ,5,4,2,2,12,600,4,1,5,5,2,9,650,4,3,7,10,7,7,10,4,2,6,5,3,7,10,7,7,10,4,2,6,5,100,-100
 n QJ962.3.AK3.A532 ,e A74.A98.842.QT74 ,s 5.J72.QJ975.KJ98 ,w KT83.KQT654.T6.6 ,5,1,3,4,14,600,5,1,3,5,4,8,800,1,10,9,5,6,5,3,3,8,6,4,10,9,5,6,5,3,3,8,6,4,130,-130
 n AT6542..AJ42.KJ5 ,e KQ7.AJ86..AQT876 ,s 83.K74.KQT863.43 ,w J9.QT9532.975.92 ,6,0,4,3,13,600,5,2,3,6,2,8,700,2,3,11,2,9,8,10,2,11,3,5,3,10,2,7,8,10,2,11,4,5,-100,100
 n AQ832.A97.QT8.A5 ,e T964.T64.A973.K6 ,s KJ.QJ85.K654.842 ,w 75.K32.J2.QJT973 ,5,3,3,2,16,650,6,2,4,4,3,10,800,2,7,10,10,11,10,6,3,2,2,2,7,10,10,11,10,6,3,2,2,2,450,-450
 n KJ974.AJ63.5.AJ9 ,e A853.KT.AT9.7652 ,s 62.74.KQ76.KQT84 ,w QT.Q9852.J8432.3 ,5,4,1,3,14,700,5,2,2,4,5,10,600,2,10,6,7,8,10,2,7,6,3,3,10,6,7,8,9,2,6,6,4,3,430,-430
 n AJT42.KQ4.AKQT2. ,e Q86.852.J9.KQ985 ,s .AJT963.63.AJT63 ,w K9753.7.8754.742 ,5,3,5,0,19,250,6,0,6,2,5,10,500,4,9,13,13,9,13,3,0,0,4,0,9,13,13,9,13,3,0,0,4,0,1520,-1520
 n JT753.A.JT8.AK96 ,e AQ42.KJ42.K54.74 ,s K8.Q7653.A962.85 ,w 96.T98.Q73.QJT32 ,5,1,3,4,13,700,5,2,5,4,2,9,750,3,8,9,8,9,8,5,4,5,4,5,8,9,8,9,8,5,4,5,4,5,140,-140
 n AJ975.KJ.A.K9743 ,e T842.T854.Q4.J65 ,s Q.A32.JT9875.QT8 ,w K63.Q976.K632.A2 ,5,2,1,5,16,500,6,1,3,6,3,9,850,2,11,10,8,10,9,1,3,5,3,3,11,10,8,10,9,2,3,5,3,4,420,-420
 n KQJ75.QJ7.KJ3.K9 ,e 94.AT832.A752.63 ,s T6.K4.QT84.QJT42 ,w A832.965.96.A875 ,5,3,3,2,16,600,3,2,2,4,5,8,750,1,8,9,6,8,7,4,4,6,4,4,8,9,6,8,7,4,4,6,4,4,110,-110
 n KQ943.K753.JT4.K ,e AT72.QT9.53.J862 ,s 6.A642.AQ972.743 ,w J85.J8.K86.AQT95 ,5,4,3,1,12,650,3,1,4,5,3,10,700,4,4,8,9,6,4,9,4,4,7,7,4,9,9,6,4,9,4,4,7,7,100,-100
 n AKQT96.AQ.8763.2 ,e J7.KJ9874.AJ4.Q6 ,s 43.T52.Q92.AK754 ,w 852.63.KT5.JT983 ,6,2,4,1,15,450,5,2,3,3,5,9,850,3,7,9,6,10,9,5,4,7,3,4,7,8,6,10,9,5,4,7,3,4,420,-420
 n AJT63.A3.76.KQ94 ,e KQ9.Q6.Q852.AT63 ,s 85.KT954.AKT9.85 ,w 742.J872.J43.J72 ,5,2,2,4,14,550,5,2,5,4,2,10,700,4,9,8,9,10,9,4,5,4,3,4,8,8,9,9,8,4,5,4,3,4,420,-420
 n AKT983..A75.J743 ,e QJ5.J42.KT4.KQ96 ,s 4.Q9873.Q63.AT85 ,w 762.AKT65.J982.2 ,6,0,3,4,12,600,5,1,5,3,4,8,800,2,11,8,6,10,7,2,5,6,3,5,11,8,7,10,7,2,5,6,3,5,420,-420
 n QT986.Q98.2.AKJ3 ,e AK43.T54.KQ653.T ,s .AJ732.AT4.Q9874 ,w J752.K6.J987.652 ,5,3,1,4,12,650,3,0,5,3,5,11,650,4,12,5,11,6,7,1,8,1,7,3,12,5,11,6,7,1,8,1,7,3,800,-800
 n AK865.KT642..AQ2 ,e 93.A85.AQ73.J864 ,s J7.J9.KJ985.KT93 ,w QT42.Q73.T642.75 ,5,5,0,3,16,400,6,2,2,5,4,9,800,2,9,9,10,10,9,3,4,2,2,3,9,9,10,10,9,4,4,3,2,4,420,-420
 n AT832.AK762.K.63 ,e 6.T4.T9876.AKQJ4 ,s K9.J985.AJ43.T95 ,w QJ754.Q3.Q52.872 ,5,5,1,2,14,550,6,2,4,4,3,9,900,3,6,6,11,9,8,7,7,1,4,4,6,6,11,9,8,7,7,1,4,4,450,-450
 n AK852.AKT.A8.T75 ,e 4.987652.KQ9.863 ,s J3.Q4.T76542.AQ9 ,w QT976.J3.J3.KJ42 ,5,3,2,3,18,600,8,2,2,6,3,9,800,2,8,10,6,9,9,4,3,6,4,3,8,10,6,9,10,4,3,6,4,3,430,-430
 n AK8732.K3.A2.862 ,e J9.Q976.T96.AQ75 ,s 5.AT5.KJ8753.T94 ,w QT64.J842.Q4.KJ3 ,6,2,2,3,14,600,6,1,3,6,3,8,800,3,8,9,7,8,9,5,1,6,4,3,8,9,7,8,9,5,1,6,4,3,400,-400
 n AQ9754.A42.A.QT9 ,e K82.T953.JT3.J53 ,s J6.QJ86.KQ42.864 ,w T3.K7.98765.AK72 ,6,3,1,3,16,550,6,2,4,4,3,9,800,1,8,7,9,10,9,5,6,4,3,4,8,7,9,10,9,5,6,4,3,4,420,-420
 n KQJT853.K6.J6.AJ ,e 2.AQJ9542.43.876 ,s 94.8.A72.KQT9543 ,w A76.T73.KQT985.2 ,7,2,2,2,15,500,4,2,1,3,7,9,600,3,9,2,2,9,5,3,10,10,3,5,9,2,2,9,5,3,10,10,3,5,-100,100
 n KT8432.J.J.AKQJ2 ,e A5.K8742.K972.64 ,s Q7.AQ953.Q653.93 ,w J96.T6.AT84.T875 ,6,1,1,5,15,400,4,2,5,4,2,10,750,2,9,7,7,11,8,1,6,6,1,5,9,7,7,11,8,1,6,6,1,5,450,-450
 n QT832.KJ.A63.K94 ,e 76.96543.84.Q875 ,s J9.QT8.QJT2.A632 ,w AK54.A72.K975.JT ,5,2,3,3,13,750,4,2,3,4,4,10,850,2,8,9,6,10,9,5,4,7,3,3,8,9,6,10,9,5,4,7,3,3,420,-420
 n AQJ9876.JT6.8.AK ,e T43.AQ752.763.65 ,s K5.3.AK952.JT742 ,w 2.K984.QJT4.Q983 ,7,3,1,2,15,450,5,2,1,5,5,11,600,4,9,9,6,11,8,2,3,7,1,2,9,9,6,11,8,2,3,7,1,2,450,-450
 n AQJ82.A963.KJ.53 ,e 6.K42.76532.Q976 ,s T5.QJT8.QT94.KT2 ,w K9743.75.A8.AJ84 ,5,4,2,2,15,550,5,2,4,4,3,8,850,1,5,6,8,7,7,8,7,4,5,5,5,6,8,8,8,8,7,4,5,5,100,-100
 n AQT43.6.QJ2.AQ97 ,e KJ2.KQT42.K6.J65 ,s 95.A753.AT95.KT3 ,w 876.J98.8743.842 ,5,1,3,4,15,500,4,2,4,4,3,11,800,5,12,11,8,11,10,1,2,5,2,3,12,11,8,11,10,1,2,5,2,3,920,-920
 n AQ7432.Q8.K4.AJ4 ,e KJ6.K94.T53.QT32 ,s T5.T653.AQ92.K76 ,w 98.AJ72.J876.985 ,6,2,2,3,16,600,5,2,4,4,3,9,800,3,7,7,7,9,7,6,6,6,3,6,7,7,7,9,6,6,6,6,3,6,140,-140
 n AQ974.AQ83.A2.74 ,e 852.KT7.K764.KT2 ,s T.J942.J83.AQJ63 ,w KJ63.65.QT95.985 ,5,4,2,2,16,500,6,1,4,3,5,9,750,2,11,8,12,10,9,2,5,1,3,2,11,8,12,10,9,1,5,1,3,2,980,-980
 n AKJ92.KQJT2.5.J4 ,e 653.A6.QJ87.QT92 ,s 8.9743.AK62.K875 ,w QT74.85.T943.A63 ,5,5,1,2,15,450,4,1,4,4,4,10,700,4,8,7,11,10,9,4,6,2,3,3,8,7,11,10,9,4,6,2,3,3,450,-450
 n AKT93.A96.Q873.4 ,e Q7642.Q7.542.QT8 ,s J5.J852.AKT9.J75 ,w 8.KT43.J6.AK9632 ,5,3,4,1,13,650,5,2,4,4,3,10,900,3,4,10,7,8,7,9,3,5,4,6,4,10,7,8,7,9,3,5,4,6,130,-130
 n AK875.AKJT7.K3.T ,e QJT63..AT9642.A4 ,s 4.Q953.QJ85.QJ75 ,w 92.8642.7.K98632 ,5,5,2,1,18,350,7,1,4,4,4,8,750,0,6,6,10,6,9,7,7,3,5,3,6,6,10,6,9,7,7,3,5,3,420,-420
 n Q9865.Q3.A987.A2 ,e A432.T85.KT5.764 ,s K.A962.J642.JT98 ,w JT7.KJ74.Q3.KQ53 ,5,2,4,2,12,750,4,1,4,4,4,9,850,3,7,8,7,7,6,6,4,6,5,6,7,9,7,7,7,6,4,6,5,6,110,-110
 n KQ87542.AQ2.2.QJ ,e J3.9.AT9873.KT53 ,s T9.J876.KQJ5.A62 ,w A6.KT543.64.9874 ,7,3,1,2,14,500,3,2,4,4,3,11,800,3,6,7,8,10,10,6,6,4,3,2,6,7,8,10,10,6,6,4,3,2,430,-430
